method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_budget_violation_rate,ci95_budget_violation_rate,mean_fall_rate,ci95_fall_rate,mean_balance_margin,ci95_balance_margin,mean_recovery_success,ci95_recovery_success,mean_energy_contact_cost,ci95_energy_contact_cost,mean_reserve_starvation_rate,ci95_reserve_starvation_rate,mean_contact_overuse_rate,ci95_contact_overuse_rate,mean_calibration_error,ci95_calibration_error,mean_conservatism_rate,ci95_conservatism_rate,mean_predicted_breach_risk,ci95_predicted_breach_risk,mean_realized_breach_risk,ci95_realized_breach_risk,n
whole_body_mpc,0.000000,3,0.656765,0.002041,0.518846,0.002782,0.158858,0.000547,0.131613,0.000554,0.542010,0.000473,0.476836,0.000491,0.236803,0.000237,0.128435,0.000986,0.119943,0.000510,0.079460,0.000216,0.056339,0.000221,0.153190,0.000545,0.163062,0.000532,384
whole_body_mpc,0.000000,4,0.657281,0.002063,0.519729,0.002795,0.158148,0.000551,0.131713,0.000538,0.541694,0.000451,0.476654,0.000486,0.236544,0.000238,0.128364,0.000989,0.119994,0.000517,0.079513,0.000204,0.056372,0.000226,0.153036,0.000535,0.162861,0.000523,384
whole_body_mpc,0.000000,5,0.656153,0.002122,0.518230,0.002872,0.158941,0.000576,0.131503,0.000545,0.542066,0.000487,0.476600,0.000514,0.236613,0.000239,0.128478,0.000943,0.119977,0.000521,0.079549,0.000210,0.056407,0.000219,0.153301,0.000539,0.163071,0.000524,384
whole_body_mpc,0.000000,6,0.656536,0.002102,0.519002,0.002906,0.158398,0.000554,0.131653,0.000572,0.542057,0.000491,0.476953,0.000497,0.236571,0.000226,0.128312,0.000982,0.120255,0.000508,0.079355,0.000221,0.056425,0.000215,0.153113,0.000571,0.162918,0.000551,384
whole_body_mpc,0.000000,7,0.656669,0.002168,0.518909,0.002910,0.158420,0.000542,0.131646,0.000555,0.541813,0.000457,0.476750,0.000501,0.236695,0.000229,0.128357,0.000970,0.120367,0.000506,0.079561,0.000222,0.056378,0.000219,0.153187,0.000544,0.162975,0.000538,384
whole_body_mpc,0.000000,8,0.656555,0.002120,0.518985,0.002837,0.158295,0.000546,0.131575,0.000556,0.542000,0.000474,0.476691,0.000508,0.236895,0.000231,0.128539,0.000951,0.120000,0.000546,0.079298,0.000216,0.056388,0.000223,0.153004,0.000546,0.162862,0.000528,384
whole_body_mpc,0.000000,9,0.656651,0.002078,0.518809,0.002809,0.158651,0.000523,0.131634,0.000547,0.541873,0.000495,0.476625,0.000515,0.236766,0.000228,0.128236,0.000966,0.120050,0.000487,0.079560,0.000212,0.056452,0.000228,0.153248,0.000543,0.162984,0.000523,384
whole_body_mpc,0.150000,0,0.633449,0.002291,0.462457,0.003342,0.169472,0.000656,0.148230,0.000734,0.533220,0.000473,0.467475,0.000554,0.240071,0.000232,0.140568,0.001156,0.127277,0.000577,0.083302,0.000227,0.060325,0.000228,0.168259,0.000689,0.177737,0.000680,384
whole_body_mpc,0.150000,1,0.633143,0.002224,0.462077,0.003279,0.169491,0.000670,0.148171,0.000738,0.533103,0.000483,0.467477,0.000552,0.240289,0.000236,0.140402,0.001165,0.127320,0.000561,0.083559,0.000217,0.060557,0.000235,0.168228,0.000704,0.177724,0.000692,384
whole_body_mpc,0.150000,2,0.633105,0.002281,0.461919,0.003388,0.169691,0.000654,0.148243,0.000745,0.533321,0.000509,0.467697,0.000565,0.240141,0.000245,0.140516,0.001192,0.127537,0.000593,0.083490,0.000225,0.060440,0.000231,0.168279,0.000714,0.177864,0.000698,384
whole_body_mpc,0.150000,3,0.633373,0.002194,0.462122,0.003256,0.169856,0.000653,0.148284,0.000750,0.533447,0.000491,0.467820,0.000516,0.240291,0.000242,0.140549,0.001175,0.127268,0.000573,0.083351,0.000225,0.060518,0.000234,0.168190,0.000701,0.177893,0.000690,384
whole_body_mpc,0.150000,4,0.633888,0.002221,0.463005,0.003265,0.169146,0.000663,0.148385,0.000735,0.533132,0.000464,0.467637,0.000508,0.240031,0.000243,0.140479,0.001182,0.127319,0.000576,0.083405,0.000210,0.060551,0.000237,0.168036,0.000692,0.177691,0.000680,384
whole_body_mpc,0.150000,5,0.632761,0.002274,0.461506,0.003335,0.169939,0.000690,0.148174,0.000740,0.533504,0.000507,0.467584,0.000538,0.240101,0.000245,0.140593,0.001132,0.127302,0.000578,0.083441,0.000219,0.060585,0.000232,0.168301,0.000696,0.177901,0.000681,384
whole_body_mpc,0.150000,6,0.633143,0.002258,0.462278,0.003375,0.169396,0.000661,0.148324,0.000766,0.533495,0.000507,0.467937,0.000521,0.240059,0.000232,0.140426,0.001169,0.127580,0.000571,0.083247,0.000232,0.060604,0.000227,0.168112,0.000726,0.177749,0.000707,384
whole_body_mpc,0.150000,7,0.633277,0.002320,0.462185,0.003373,0.169418,0.000652,0.148318,0.000750,0.533251,0.000467,0.467734,0.000527,0.240183,0.000234,0.140471,0.001160,0.127692,0.000572,0.083453,0.000234,0.060557,0.000230,0.168186,0.000701,0.177806,0.000697,384
whole_body_mpc,0.150000,8,0.633162,0.002273,0.462262,0.003311,0.169293,0.000660,0.148246,0.000751,0.533438,0.000486,0.467674,0.000537,0.240382,0.000236,0.140654,0.001144,0.127325,0.000606,0.083190,0.000226,0.060567,0.000235,0.168004,0.000706,0.177692,0.000689,384
whole_body_mpc,0.150000,9,0.633258,0.002229,0.462085,0.003278,0.169649,0.000635,0.148305,0.000742,0.533311,0.000513,0.467609,0.000540,0.240253,0.000232,0.140351,0.001156,0.127376,0.000551,0.083452,0.000223,0.060630,0.000242,0.168247,0.000700,0.177814,0.000682,384
whole_body_mpc,0.300000,0,0.609092,0.002509,0.404752,0.003913,0.180470,0.000779,0.164919,0.000936,0.524657,0.000493,0.458458,0.000593,0.243559,0.000241,0.152683,0.001367,0.134602,0.000651,0.087193,0.000239,0.064529,0.000245,0.183266,0.000855,0.192575,0.000848,384
whole_body_mpc,0.300000,1,0.608787,0.002439,0.404372,0.003846,0.180489,0.000793,0.164860,0.000940,0.524539,0.000501,0.458460,0.000588,0.243777,0.000245,0.152517,0.001379,0.134645,0.000637,0.087451,0.000229,0.064761,0.000250,0.183235,0.000871,0.192562,0.000859,384
whole_body_mpc,0.300000,2,0.608748,0.002503,0.404214,0.003958,0.180689,0.000778,0.164932,0.000947,0.524758,0.000533,0.458679,0.000605,0.243628,0.000252,0.152631,0.001406,0.134862,0.000665,0.087382,0.000239,0.064644,0.000245,0.183286,0.000879,0.192701,0.000864,384
whole_body_mpc,0.300000,3,0.609016,0.002413,0.404418,0.003832,0.180854,0.000775,0.164973,0.000952,0.524884,0.000515,0.458803,0.000551,0.243778,0.000249,0.152664,0.001387,0.134593,0.000649,0.087243,0.000237,0.064722,0.000251,0.183197,0.000868,0.192730,0.000858,384
whole_body_mpc,0.300000,4,0.609532,0.002445,0.405301,0.003839,0.180144,0.000788,0.165073,0.000939,0.524568,0.000484,0.458620,0.000541,0.243519,0.000249,0.152594,0.001397,0.134644,0.000650,0.087296,0.000220,0.064755,0.000252,0.183043,0.000860,0.192529,0.000847,384
whole_body_mpc,0.300000,5,0.608404,0.002492,0.403801,0.003901,0.180937,0.000817,0.164863,0.000943,0.524940,0.000533,0.458566,0.000572,0.243589,0.000253,0.152708,0.001346,0.134627,0.000650,0.087333,0.000231,0.064789,0.000248,0.183307,0.000863,0.192739,0.000848,384
whole_body_mpc,0.300000,6,0.608787,0.002478,0.404573,0.003944,0.180394,0.000783,0.165013,0.000967,0.524932,0.000530,0.458920,0.000555,0.243547,0.000240,0.152541,0.001381,0.134905,0.000647,0.087139,0.000244,0.064807,0.000244,0.183119,0.000891,0.192586,0.000873,384
whole_body_mpc,0.300000,7,0.608920,0.002535,0.404481,0.003939,0.180416,0.000776,0.165006,0.000952,0.524687,0.000485,0.458717,0.000562,0.243670,0.000241,0.152586,0.001373,0.135017,0.000650,0.087345,0.000248,0.064761,0.000245,0.183193,0.000868,0.192643,0.000865,384
whole_body_mpc,0.300000,8,0.608805,0.002491,0.404557,0.003886,0.180291,0.000787,0.164934,0.000954,0.524874,0.000506,0.458657,0.000574,0.243870,0.000243,0.152769,0.001359,0.134650,0.000680,0.087082,0.000239,0.064770,0.000251,0.183011,0.000874,0.192530,0.000858,384
whole_body_mpc,0.300000,9,0.608901,0.002446,0.404380,0.003849,0.180647,0.000760,0.164994,0.000943,0.524747,0.000536,0.458592,0.000575,0.243741,0.000239,0.152466,0.001369,0.134701,0.000629,0.087344,0.000236,0.064834,0.000258,0.183254,0.000867,0.192652,0.000849,384
whole_body_mpc,0.450000,0,0.583771,0.002797,0.346066,0.004569,0.191468,0.000911,0.181625,0.001143,0.516092,0.000520,0.449439,0.000639,0.247047,0.000250,0.164798,0.001593,0.141927,0.000736,0.091085,0.000253,0.068758,0.000265,0.198280,0.001026,0.207420,0.001020,384
whole_body_mpc,0.450000,1,0.583466,0.002725,0.345687,0.004500,0.191487,0.000924,0.181566,0.001146,0.515974,0.000525,0.449441,0.000631,0.247265,0.000255,0.164631,0.001608,0.141970,0.000722,0.091343,0.000243,0.068990,0.000268,0.198249,0.001043,0.207407,0.001031,384
whole_body_mpc,0.450000,2,0.583427,0.002794,0.345529,0.004612,0.191687,0.000910,0.181638,0.001153,0.516192,0.000563,0.449661,0.000652,0.247116,0.000260,0.164746,0.001633,0.142187,0.000746,0.091274,0.000255,0.068873,0.000263,0.198300,0.001051,0.207546,0.001035,384
whole_body_mpc,0.450000,3,0.583695,0.002703,0.345732,0.004492,0.191852,0.000905,0.181679,0.001158,0.516319,0.000545,0.449784,0.000594,0.247266,0.000258,0.164779,0.001614,0.141918,0.000734,0.091135,0.000251,0.068950,0.000270,0.198211,0.001040,0.207575,0.001030,384
whole_body_mpc,0.450000,4,0.584211,0.002738,0.346615,0.004497,0.191142,0.000920,0.181779,0.001146,0.516003,0.000512,0.449601,0.000583,0.247007,0.000257,0.164708,0.001626,0.141969,0.000733,0.091188,0.000232,0.068983,0.000269,0.198057,0.001032,0.207374,0.001019,384
whole_body_mpc,0.450000,5,0.583083,0.002780,0.345116,0.004554,0.191935,0.000950,0.181569,0.001149,0.516375,0.000565,0.449548,0.000614,0.247076,0.000262,0.164822,0.001574,0.141952,0.000732,0.091225,0.000246,0.069018,0.000267,0.198321,0.001035,0.207584,0.001020,384
whole_body_mpc,0.450000,6,0.583466,0.002768,0.345888,0.004599,0.191391,0.000913,0.181719,0.001173,0.516366,0.000559,0.449901,0.000597,0.247034,0.000250,0.164656,0.001608,0.142230,0.000732,0.091031,0.000259,0.069036,0.000263,0.198133,0.001061,0.207431,0.001043,384
whole_body_mpc,0.450000,7,0.583599,0.002821,0.345795,0.004590,0.191414,0.000907,0.181712,0.001158,0.516122,0.000510,0.449698,0.000605,0.247158,0.000249,0.164701,0.001601,0.142342,0.000737,0.091237,0.000264,0.068989,0.000264,0.198207,0.001040,0.207488,0.001037,384
whole_body_mpc,0.450000,8,0.583485,0.002779,0.345871,0.004546,0.191289,0.000922,0.181640,0.001160,0.516309,0.000532,0.449638,0.000620,0.247358,0.000251,0.164883,0.001588,0.141975,0.000762,0.090974,0.000254,0.068999,0.000270,0.198025,0.001047,0.207375,0.001031,384
whole_body_mpc,0.450000,9,0.583581,0.002733,0.345695,0.004505,0.191645,0.000893,0.181700,0.001149,0.516182,0.000566,0.449573,0.000618,0.247229,0.000247,0.164581,0.001597,0.142026,0.000715,0.091235,0.000251,0.069063,0.000278,0.198268,0.001039,0.207497,0.001022,384
whole_body_mpc,0.600000,0,0.557487,0.003156,0.286400,0.005298,0.202466,0.001048,0.198348,0.001352,0.507525,0.000553,0.440419,0.000691,0.250534,0.000262,0.176912,0.001829,0.149252,0.000827,0.094977,0.000269,0.073012,0.000288,0.213301,0.001201,0.222272,0.001195,384
whole_body_mpc,0.600000,1,0.557181,0.003083,0.286021,0.005229,0.202485,0.001061,0.198289,0.001355,0.507407,0.000555,0.440421,0.000680,0.250752,0.000267,0.176746,0.001845,0.149295,0.000814,0.095235,0.000259,0.073244,0.000289,0.213270,0.001218,0.222259,0.001205,384
whole_body_mpc,0.600000,2,0.557143,0.003155,0.285863,0.005339,0.202685,0.001047,0.198361,0.001361,0.507626,0.000597,0.440641,0.000705,0.250604,0.000270,0.176860,0.001869,0.149512,0.000835,0.095166,0.000272,0.073127,0.000283,0.213322,0.001225,0.222399,0.001210,384
whole_body_mpc,0.600000,3,0.557411,0.003066,0.286066,0.005226,0.202850,0.001041,0.198402,0.001367,0.507752,0.000580,0.440764,0.000643,0.250754,0.000268,0.176894,0.001850,0.149243,0.000825,0.095027,0.000267,0.073204,0.000292,0.213232,0.001215,0.222427,0.001205,384
whole_body_mpc,0.600000,4,0.557927,0.003103,0.286949,0.005229,0.202140,0.001057,0.198503,0.001355,0.507436,0.000544,0.440581,0.000631,0.250494,0.000266,0.176823,0.001863,0.149294,0.000823,0.095080,0.000247,0.073237,0.000289,0.213078,0.001207,0.222226,0.001194,384
whole_body_mpc,0.600000,5,0.556799,0.003139,0.285449,0.005280,0.202933,0.001088,0.198292,0.001358,0.507808,0.000602,0.440528,0.000662,0.250564,0.000273,0.176937,0.001810,0.149277,0.000821,0.095116,0.000262,0.073272,0.000289,0.213343,0.001210,0.222436,0.001195,384
whole_body_mpc,0.600000,6,0.557181,0.003130,0.286222,0.005328,0.202389,0.001049,0.198442,0.001381,0.507800,0.000593,0.440881,0.000646,0.250522,0.000262,0.176771,0.001843,0.149555,0.000823,0.094923,0.000276,0.073290,0.000285,0.213154,0.001236,0.222283,0.001217,384
whole_body_mpc,0.600000,7,0.557315,0.003177,0.286129,0.005316,0.202412,0.001044,0.198436,0.001366,0.507555,0.000540,0.440678,0.000655,0.250646,0.000259,0.176816,0.001837,0.149668,0.000830,0.095128,0.000282,0.073243,0.000285,0.213228,0.001215,0.222341,0.001212,384
whole_body_mpc,0.600000,8,0.557200,0.003139,0.286205,0.005278,0.202287,0.001060,0.198364,0.001369,0.507742,0.000564,0.440618,0.000671,0.250845,0.000261,0.176998,0.001825,0.149300,0.000852,0.094866,0.000271,0.073253,0.000292,0.213046,0.001223,0.222227,0.001207,384
whole_body_mpc,0.600000,9,0.557296,0.003092,0.286028,0.005236,0.202643,0.001031,0.198423,0.001358,0.507615,0.000600,0.440553,0.000667,0.250716,0.000257,0.176695,0.001833,0.149351,0.000808,0.095127,0.000268,0.073317,0.000300,0.213289,0.001215,0.222349,0.001197,384
whole_body_mpc,0.750000,0,0.530238,0.003585,0.225753,0.006094,0.213464,0.001188,0.215089,0.001562,0.498957,0.000590,0.431398,0.000747,0.254022,0.000274,0.189027,0.002071,0.156577,0.000922,0.098869,0.000287,0.077291,0.000313,0.228330,0.001378,0.237132,0.001371,384
whole_body_mpc,0.750000,1,0.529933,0.003513,0.225374,0.006024,0.213483,0.001200,0.215030,0.001565,0.498839,0.000589,0.431400,0.000735,0.254240,0.000280,0.188861,0.002088,0.156620,0.000910,0.099127,0.000276,0.077523,0.000312,0.228299,0.001395,0.237118,0.001382,384
whole_body_mpc,0.750000,2,0.529894,0.003587,0.225216,0.006132,0.213683,0.001187,0.215102,0.001571,0.499057,0.000636,0.431620,0.000762,0.254091,0.000281,0.188975,0.002111,0.156837,0.000929,0.099058,0.000291,0.077406,0.000306,0.228350,0.001402,0.237258,0.001386,384
whole_body_mpc,0.750000,3,0.530162,0.003499,0.225419,0.006026,0.213848,0.001180,0.215143,0.001577,0.499184,0.000620,0.431743,0.000698,0.254241,0.000280,0.189008,0.002092,0.156569,0.000921,0.098919,0.000285,0.077483,0.000317,0.228261,0.001392,0.237287,0.001382,384
whole_body_mpc,0.750000,4,0.530678,0.003538,0.226302,0.006026,0.213138,0.001198,0.215243,0.001566,0.498868,0.000582,0.431560,0.000685,0.253982,0.000277,0.188938,0.002106,0.156619,0.000918,0.098972,0.000263,0.077516,0.000312,0.228107,0.001385,0.237086,0.001371,384
whole_body_mpc,0.750000,5,0.529550,0.003568,0.224802,0.006073,0.213931,0.001229,0.215033,0.001568,0.499240,0.000642,0.431507,0.000715,0.254052,0.000285,0.189052,0.002053,0.156602,0.000915,0.099008,0.000280,0.077551,0.000313,0.228371,0.001388,0.237295,0.001371,384
whole_body_mpc,0.750000,6,0.529933,0.003561,0.225575,0.006122,0.213387,0.001188,0.215183,0.001591,0.499231,0.000631,0.431860,0.000700,0.254010,0.000274,0.188885,0.002085,0.156880,0.000919,0.098815,0.000294,0.077569,0.000310,0.228183,0.001412,0.237143,0.001394,384
whole_body_mpc,0.750000,7,0.530066,0.003603,0.225482,0.006109,0.213410,0.001185,0.215176,0.001577,0.498987,0.000576,0.431657,0.000709,0.254133,0.000270,0.188930,0.002080,0.156993,0.000928,0.099020,0.000301,0.077522,0.000309,0.228257,0.001392,0.237200,0.001389,384
whole_body_mpc,0.750000,8,0.529952,0.003568,0.225558,0.006076,0.213285,0.001202,0.215104,0.001579,0.499174,0.000600,0.431597,0.000727,0.254333,0.000273,0.189113,0.002069,0.156625,0.000946,0.098758,0.000289,0.077532,0.000316,0.228075,0.001401,0.237087,0.001384,384
whole_body_mpc,0.750000,9,0.530048,0.003522,0.225381,0.006032,0.213641,0.001172,0.215164,0.001568,0.499047,0.000639,0.431532,0.000722,0.254204,0.000268,0.188810,0.002076,0.156676,0.000905,0.099019,0.000287,0.077596,0.000324,0.228318,0.001392,0.237209,0.001374,384
whole_body_mpc,0.900000,0,0.502026,0.004081,0.164125,0.006949,0.224462,0.001330,0.231847,0.001774,0.490387,0.000631,0.422376,0.000807,0.257510,0.000288,0.201142,0.002317,0.163902,0.001021,0.102761,0.000306,0.081595,0.000340,0.243366,0.001556,0.251998,0.001550,384
whole_body_mpc,0.900000,1,0.501721,0.004010,0.163746,0.006880,0.224481,0.001343,0.231788,0.001777,0.490269,0.000628,0.422377,0.000793,0.257727,0.000294,0.200976,0.002335,0.163945,0.001009,0.103018,0.000295,0.081827,0.000338,0.243335,0.001574,0.251985,0.001560,384
whole_body_mpc,0.900000,2,0.501682,0.004085,0.163588,0.006987,0.224681,0.001330,0.231860,0.001783,0.490488,0.000678,0.422597,0.000822,0.257579,0.000293,0.201090,0.002357,0.164162,0.001027,0.102949,0.000311,0.081710,0.000331,0.243386,0.001580,0.252125,0.001564,384
whole_body_mpc,0.900000,3,0.501950,0.004000,0.163791,0.006885,0.224846,0.001322,0.231901,0.001789,0.490614,0.000663,0.422721,0.000757,0.257729,0.000293,0.201123,0.002338,0.163894,0.001021,0.102811,0.000304,0.081787,0.000344,0.243297,0.001571,0.252154,0.001560,384
whole_body_mpc,0.900000,4,0.502466,0.004040,0.164674,0.006884,0.224136,0.001341,0.232001,0.001778,0.490298,0.000623,0.422538,0.000743,0.257470,0.000289,0.201053,0.002352,0.163944,0.001016,0.102864,0.000281,0.081820,0.000338,0.243143,0.001564,0.251953,0.001549,384
whole_body_mpc,0.900000,5,0.501338,0.004065,0.163174,0.006928,0.224929,0.001372,0.231791,0.001780,0.490670,0.000686,0.422484,0.000773,0.257539,0.000298,0.201167,0.002300,0.163928,0.001012,0.102900,0.000299,0.081855,0.000340,0.243407,0.001567,0.252162,0.001549,384
whole_body_mpc,0.900000,6,0.501721,0.004060,0.163947,0.006977,0.224385,0.001330,0.231941,0.001802,0.490662,0.000673,0.422838,0.000758,0.257497,0.000288,0.201000,0.002330,0.164206,0.001018,0.102706,0.000314,0.081873,0.000337,0.243219,0.001590,0.252010,0.001571,384
whole_body_mpc,0.900000,7,0.501854,0.004098,0.163854,0.006962,0.224408,0.001327,0.231934,0.001789,0.490417,0.000615,0.422635,0.000768,0.257621,0.000283,0.201045,0.002326,0.164318,0.001028,0.102912,0.000321,0.081826,0.000335,0.243293,0.001571,0.252067,0.001567,384
whole_body_mpc,0.900000,8,0.501739,0.004066,0.163930,0.006934,0.224283,0.001346,0.231863,0.001791,0.490604,0.000641,0.422575,0.000787,0.257821,0.000286,0.201228,0.002316,0.163950,0.001044,0.102649,0.000308,0.081836,0.000342,0.243111,0.001580,0.251954,0.001563,384
whole_body_mpc,0.900000,9,0.501835,0.004019,0.163753,0.006889,0.224639,0.001315,0.231922,0.001780,0.490477,0.000681,0.422510,0.000780,0.257692,0.000280,0.200925,0.002322,0.164001,0.001006,0.102911,0.000306,0.081900,0.000351,0.243354,0.001571,0.252076,0.001552,384
